periode,geo,type_matiere,producteur,volume_tonnes
2020,Ontario,Cuivre et aluminium,Sources des matières résidentielles récupérées,15707.0
2022,Ontario,Cuivre et aluminium,Sources des matières résidentielles récupérées,17447.0
2018,Ontario,Cuivre et aluminium,Sources des matières non résidentielles récupérées,10243.0
2020,Ontario,Cuivre et aluminium,Sources des matières non résidentielles récupérées,5991.0
2022,Ontario,Cuivre et aluminium,Sources des matières non résidentielles récupérées,7018.0
2018,Ontario,Métaux mélangés,Toutes les sources des matières récupérées,39393.0
2020,Ontario,Métaux mélangés,Toutes les sources des matières récupérées,38638.0
2022,Ontario,Métaux mélangés,Toutes les sources des matières récupérées,33938.0
2018,Ontario,Métaux mélangés,Sources des matières résidentielles récupérées,14728.0
2020,Ontario,Métaux mélangés,Sources des matières résidentielles récupérées,21852.0
2022,Ontario,Métaux mélangés,Sources des matières résidentielles récupérées,16663.0
2018,Ontario,Métaux mélangés,Sources des matières non résidentielles récupérées,24665.0
2020,Ontario,Métaux mélangés,Sources des matières non résidentielles récupérées,16787.0
2022,Ontario,Métaux mélangés,Sources des matières non résidentielles récupérées,17275.0
2018,Ontario,Électroménagers,Toutes les sources des matières récupérées,11410.0
2020,Ontario,Électroménagers,Toutes les sources des matières récupérées,12400.0
2022,Ontario,Électroménagers,Toutes les sources des matières récupérées,10359.0
2018,Ontario,Électroménagers,Sources des matières résidentielles récupérées,10056.0
2020,Ontario,Électroménagers,Sources des matières résidentielles récupérées,9081.0
2022,Ontario,Électroménagers,Sources des matières résidentielles récupérées,7122.0
2018,Ontario,Électroménagers,Sources des matières non résidentielles récupérées,1354.0
2020,Ontario,Électroménagers,Sources des matières non résidentielles récupérées,3319.0
2022,Ontario,Électroménagers,Sources des matières non résidentielles récupérées,3237.0
2018,Ontario,Matériel électronique,Toutes les sources des matières récupérées,45967.0
2020,Ontario,Matériel électronique,Toutes les sources des matières récupérées,45896.0
2022,Ontario,Matériel électronique,Toutes les sources des matières récupérées,45565.0
2018,Ontario,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Ontario,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Ontario,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Ontario,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Ontario,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Ontario,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Ontario,Matières plastiques,Toutes les sources des matières récupérées,125619.0
2020,Ontario,Matières plastiques,Toutes les sources des matières récupérées,119921.0
2022,Ontario,Matières plastiques,Toutes les sources des matières récupérées,119573.0
2018,Ontario,Matières plastiques,Sources des matières résidentielles récupérées,98365.0
2020,Ontario,Matières plastiques,Sources des matières résidentielles récupérées,90232.0
2022,Ontario,Matières plastiques,Sources des matières résidentielles récupérées,89554.0
2018,Ontario,Matières plastiques,Sources des matières non résidentielles récupérées,27254.0
2020,Ontario,Matières plastiques,Sources des matières non résidentielles récupérées,29689.0
2022,Ontario,Matières plastiques,Sources des matières non résidentielles récupérées,30019.0
2018,Ontario,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,8993.0
2020,Ontario,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,7342.0
2022,Ontario,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,7729.0
2018,Ontario,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,7346.0
2020,Ontario,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,5822.0
2022,Ontario,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,6433.0
2018,Ontario,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,1647.0
2020,Ontario,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,1520.0
2022,Ontario,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,1296.0
2018,Ontario,Textiles,Toutes les sources des matières récupérées,1213.0
2020,Ontario,Textiles,Toutes les sources des matières récupérées,2642.0
2022,Ontario,Textiles,Toutes les sources des matières récupérées,3964.0
2018,Ontario,Textiles,Sources des matières résidentielles récupérées,1206.0
2020,Ontario,Textiles,Sources des matières résidentielles récupérées,2614.0
2022,Ontario,Textiles,Sources des matières résidentielles récupérées,3929.0
2018,Ontario,Textiles,Sources des matières non résidentielles récupérées,7.0
2020,Ontario,Textiles,Sources des matières non résidentielles récupérées,28.0
2022,Ontario,Textiles,Sources des matières non résidentielles récupérées,35.0
2018,Ontario,Pneus,Toutes les sources des matières récupérées,210704.0
2020,Ontario,Pneus,Toutes les sources des matières récupérées,121976.0
2022,Ontario,Pneus,Toutes les sources des matières récupérées,126248.0
2018,Ontario,Pneus,Sources des matières résidentielles récupérées,
2020,Ontario,Pneus,Sources des matières résidentielles récupérées,
2022,Ontario,Pneus,Sources des matières résidentielles récupérées,
2018,Ontario,Pneus,Sources des matières non résidentielles récupérées,
2020,Ontario,Pneus,Sources des matières non résidentielles récupérées,
2022,Ontario,Pneus,Sources des matières non résidentielles récupérées,
2018,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,156312.0
2020,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,164885.0
2022,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,193462.0
2018,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,53873.0
2020,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,88647.0
2022,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,107125.0
2018,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,102439.0
2020,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,76238.0
2022,Ontario,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,86337.0
2018,Ontario,Toutes les matières organiques,Toutes les sources des matières récupérées,1145169.0
2020,Ontario,Toutes les matières organiques,Toutes les sources des matières récupérées,1309779.0
2022,Ontario,Toutes les matières organiques,Toutes les sources des matières récupérées,1190481.0
2018,Ontario,Toutes les matières organiques,Sources des matières résidentielles récupérées,1053104.0
2020,Ontario,Toutes les matières organiques,Sources des matières résidentielles récupérées,1141405.0
2022,Ontario,Toutes les matières organiques,Sources des matières résidentielles récupérées,1023154.0
2018,Ontario,Toutes les matières organiques,Sources des matières non résidentielles récupérées,92065.0
2020,Ontario,Toutes les matières organiques,Sources des matières non résidentielles récupérées,168374.0
2022,Ontario,Toutes les matières organiques,Sources des matières non résidentielles récupérées,167327.0
2018,Ontario,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,564835.0
2020,Ontario,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,636799.0
2022,Ontario,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,625964.0
2018,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,538660.0
2022,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,541769.0
2018,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,98139.0
2022,Ontario,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,84195.0
2018,Ontario,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,548726.0
2020,Ontario,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,637535.0
2022,Ontario,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,527828.0
2018,Ontario,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Ontario,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,578381.0
2022,Ontario,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,469543.0
2018,Ontario,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Ontario,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,59154.0
2022,Ontario,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,58285.0
2018,Ontario,Autres matières organiques,Toutes les sources des matières récupérées,31608.0
2020,Ontario,Autres matières organiques,Toutes les sources des matières récupérées,35445.0
2022,Ontario,Autres matières organiques,Toutes les sources des matières récupérées,36689.0
2018,Ontario,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Ontario,Autres matières organiques,Sources des matières résidentielles récupérées,24364.0
2022,Ontario,Autres matières organiques,Sources des matières résidentielles récupérées,11842.0
2018,Ontario,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Ontario,Autres matières organiques,Sources des matières non résidentielles récupérées,11081.0
2022,Ontario,Autres matières organiques,Sources des matières non résidentielles récupérées,24846.0
2018,Ontario,Autres matières,Toutes les sources des matières récupérées,25837.0
2020,Ontario,Autres matières,Toutes les sources des matières récupérées,32609.0
2022,Ontario,Autres matières,Toutes les sources des matières récupérées,14481.0
2018,Ontario,Autres matières,Sources des matières résidentielles récupérées,18823.0
2020,Ontario,Autres matières,Sources des matières résidentielles récupérées,22257.0
2022,Ontario,Autres matières,Sources des matières résidentielles récupérées,10127.0
2018,Ontario,Autres matières,Sources des matières non résidentielles récupérées,7014.0
2020,Ontario,Autres matières,Sources des matières non résidentielles récupérées,10352.0
2022,Ontario,Autres matières,Sources des matières non résidentielles récupérées,4354.0
2018,Manitoba,Toutes les matières,Toutes les sources des matières récupérées,221697.0
2020,Manitoba,Toutes les matières,Toutes les sources des matières récupérées,221005.0
2022,Manitoba,Toutes les matières,Toutes les sources des matières récupérées,220802.0
2018,Manitoba,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Manitoba,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Manitoba,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Manitoba,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Manitoba,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Manitoba,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Manitoba,Toutes les fibres de papier,Toutes les sources des matières récupérées,87664.0
2020,Manitoba,Toutes les fibres de papier,Toutes les sources des matières récupérées,82358.0
2022,Manitoba,Toutes les fibres de papier,Toutes les sources des matières récupérées,82821.0
2018,Manitoba,Toutes les fibres de papier,Sources des matières résidentielles récupérées,53684.0
2020,Manitoba,Toutes les fibres de papier,Sources des matières résidentielles récupérées,39368.0
2022,Manitoba,Toutes les fibres de papier,Sources des matières résidentielles récupérées,34118.0
2018,Manitoba,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,33980.0
2020,Manitoba,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,42990.0
2022,Manitoba,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,48703.0
2018,Manitoba,Verre,Toutes les sources des matières récupérées,9015.0
2020,Manitoba,Verre,Toutes les sources des matières récupérées,10045.0
2022,Manitoba,Verre,Toutes les sources des matières récupérées,
2018,Manitoba,Verre,Sources des matières résidentielles récupérées,8511.0
2020,Manitoba,Verre,Sources des matières résidentielles récupérées,7450.0
2022,Manitoba,Verre,Sources des matières résidentielles récupérées,
2018,Manitoba,Verre,Sources des matières non résidentielles récupérées,504.0
2020,Manitoba,Verre,Sources des matières non résidentielles récupérées,2595.0
2022,Manitoba,Verre,Sources des matières non résidentielles récupérées,
2018,Manitoba,Métaux ferreux,Toutes les sources des matières récupérées,
2020,Manitoba,Métaux ferreux,Toutes les sources des matières récupérées,21376.0
2022,Manitoba,Métaux ferreux,Toutes les sources des matières récupérées,22012.0
2018,Manitoba,Métaux ferreux,Sources des matières résidentielles récupérées,
2020,Manitoba,Métaux ferreux,Sources des matières résidentielles récupérées,2947.0
2022,Manitoba,Métaux ferreux,Sources des matières résidentielles récupérées,
2018,Manitoba,Métaux ferreux,Sources des matières non résidentielles récupérées,
2020,Manitoba,Métaux ferreux,Sources des matières non résidentielles récupérées,18429.0
2022,Manitoba,Métaux ferreux,Sources des matières non résidentielles récupérées,
2018,Manitoba,Cuivre et aluminium,Toutes les sources des matières récupérées,2571.0
2020,Manitoba,Cuivre et aluminium,Toutes les sources des matières récupérées,4078.0
2022,Manitoba,Cuivre et aluminium,Toutes les sources des matières récupérées,4137.0
2018,Manitoba,Cuivre et aluminium,Sources des matières résidentielles récupérées,2207.0
2020,Manitoba,Cuivre et aluminium,Sources des matières résidentielles récupérées,1957.0
2022,Manitoba,Cuivre et aluminium,Sources des matières résidentielles récupérées,1876.0
2018,Manitoba,Cuivre et aluminium,Sources des matières non résidentielles récupérées,364.0
2020,Manitoba,Cuivre et aluminium,Sources des matières non résidentielles récupérées,2121.0
2022,Manitoba,Cuivre et aluminium,Sources des matières non résidentielles récupérées,2261.0
2018,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,4199.0
2020,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,4663.0
2022,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,4809.0
2018,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,3287.0
2020,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,
2022,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,2726.0
2018,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,912.0
2020,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,
2022,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,2083.0
2018,Manitoba,Électroménagers,Toutes les sources des matières récupérées,2973.0
2020,Manitoba,Électroménagers,Toutes les sources des matières récupérées,3125.0
2022,Manitoba,Électroménagers,Toutes les sources des matières récupérées,
2018,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,1824.0
2020,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,
2022,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,
2018,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,1149.0
2020,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,
2022,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,
2018,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,3024.0
2020,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,2784.0
2022,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,2328.0
2018,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,6788.0
2020,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,7985.0
2022,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,7453.0
2018,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,5735.0
2020,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,5784.0
2022,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,5370.0
2018,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,1053.0
2020,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,2201.0
2022,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,2083.0
2018,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,
2020,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1378.0
2022,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,1328.0
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2020,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,
2022,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,985.0
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2020,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,
2022,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,343.0
2018,Manitoba,Textiles,Toutes les sources des matières récupérées,
2020,Manitoba,Textiles,Toutes les sources des matières récupérées,0.0
2022,Manitoba,Textiles,Toutes les sources des matières récupérées,
2018,Manitoba,Textiles,Sources des matières résidentielles récupérées,
2020,Manitoba,Textiles,Sources des matières résidentielles récupérées,0.0
2022,Manitoba,Textiles,Sources des matières résidentielles récupérées,
2018,Manitoba,Textiles,Sources des matières non résidentielles récupérées,
2020,Manitoba,Textiles,Sources des matières non résidentielles récupérées,0.0
2022,Manitoba,Textiles,Sources des matières non résidentielles récupérées,
2018,Manitoba,Pneus,Toutes les sources des matières récupérées,16005.0
2020,Manitoba,Pneus,Toutes les sources des matières récupérées,17798.0
2022,Manitoba,Pneus,Toutes les sources des matières récupérées,15508.0
2018,Manitoba,Pneus,Sources des matières résidentielles récupérées,
2020,Manitoba,Pneus,Sources des matières résidentielles récupérées,
2022,Manitoba,Pneus,Sources des matières résidentielles récupérées,
2018,Manitoba,Pneus,Sources des matières non résidentielles récupérées,
2020,Manitoba,Pneus,Sources des matières non résidentielles récupérées,
2022,Manitoba,Pneus,Sources des matières non résidentielles récupérées,
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,3996.0
2020,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,2090.0
2022,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Toutes les sources des matières récupérées,2019.0
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,2584.0
2020,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2022,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières résidentielles récupérées,
2018,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,1412.0
2020,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2022,Manitoba,"Déchets provenant de la construction, de la rénovation et de la démolition",Sources des matières non résidentielles récupérées,
2018,Manitoba,Toutes les matières organiques,Toutes les sources des matières récupérées,56272.0
2020,Manitoba,Toutes les matières organiques,Toutes les sources des matières récupérées,56814.0
2022,Manitoba,Toutes les matières organiques,Toutes les sources des matières récupérées,58858.0
2018,Manitoba,Toutes les matières organiques,Sources des matières résidentielles récupérées,43193.0
2020,Manitoba,Toutes les matières organiques,Sources des matières résidentielles récupérées,35967.0
2022,Manitoba,Toutes les matières organiques,Sources des matières résidentielles récupérées,33410.0
2018,Manitoba,Toutes les matières organiques,Sources des matières non résidentielles récupérées,13079.0
2020,Manitoba,Toutes les matières organiques,Sources des matières non résidentielles récupérées,20847.0
2022,Manitoba,Toutes les matières organiques,Sources des matières non résidentielles récupérées,25448.0
2018,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2020,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,
2022,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Toutes les sources des matières récupérées,2915.0
2018,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2020,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2022,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières résidentielles récupérées,
2018,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2020,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2022,Manitoba,Déchets de nourriture et matières organiques séparées à la source,Sources des matières non résidentielles récupérées,
2018,Manitoba,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,42165.0
2020,Manitoba,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,49813.0
2022,Manitoba,Feuilles et résidus de jardin,Toutes les sources des matières récupérées,41409.0
2018,Manitoba,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2020,Manitoba,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2022,Manitoba,Feuilles et résidus de jardin,Sources des matières résidentielles récupérées,
2018,Manitoba,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2020,Manitoba,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2022,Manitoba,Feuilles et résidus de jardin,Sources des matières non résidentielles récupérées,
2018,Manitoba,Autres matières organiques,Toutes les sources des matières récupérées,
2020,Manitoba,Autres matières organiques,Toutes les sources des matières récupérées,
2022,Manitoba,Autres matières organiques,Toutes les sources des matières récupérées,14535.0
2018,Manitoba,Autres matières organiques,Sources des matières résidentielles récupérées,
2020,Manitoba,Autres matières organiques,Sources des matières résidentielles récupérées,
2022,Manitoba,Autres matières organiques,Sources des matières résidentielles récupérées,1654.0
2018,Manitoba,Autres matières organiques,Sources des matières non résidentielles récupérées,
2020,Manitoba,Autres matières organiques,Sources des matières non résidentielles récupérées,
2022,Manitoba,Autres matières organiques,Sources des matières non résidentielles récupérées,12881.0
2018,Manitoba,Autres matières,Toutes les sources des matières récupérées,6232.0
2020,Manitoba,Autres matières,Toutes les sources des matières récupérées,6512.0
2022,Manitoba,Autres matières,Toutes les sources des matières récupérées,7234.0
2018,Manitoba,Autres matières,Sources des matières résidentielles récupérées,3520.0
2020,Manitoba,Autres matières,Sources des matières résidentielles récupérées,4211.0
2022,Manitoba,Autres matières,Sources des matières résidentielles récupérées,4121.0
2018,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,2712.0
2020,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,2301.0
2022,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,3113.0
2018,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,194702.0
2020,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,202459.0
2022,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,187696.0
2018,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Toutes les fibres de papier,Toutes les sources des matières récupérées,57379.0
2020,Saskatchewan,Toutes les fibres de papier,Toutes les sources des matières récupérées,47817.0
2022,Saskatchewan,Toutes les fibres de papier,Toutes les sources des matières récupérées,46096.0
2018,Saskatchewan,Toutes les fibres de papier,Sources des matières résidentielles récupérées,37807.0
2020,Saskatchewan,Toutes les fibres de papier,Sources des matières résidentielles récupérées,35214.0
2022,Saskatchewan,Toutes les fibres de papier,Sources des matières résidentielles récupérées,38164.0
2018,Saskatchewan,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,19572.0
2020,Saskatchewan,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,12603.0
2022,Saskatchewan,Toutes les fibres de papier,Sources des matières non résidentielles récupérées,7932.0
2018,Saskatchewan,Verre,Toutes les sources des matières récupérées,
2020,Saskatchewan,Verre,Toutes les sources des matières récupérées,
2022,Saskatchewan,Verre,Toutes les sources des matières récupérées,
2018,Saskatchewan,Verre,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Verre,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Verre,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,
2020,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,36685.0
2022,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,38560.0
2018,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,4396.0
2022,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,8216.0
2018,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,32289.0
2022,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,30343.0
2018,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,7673.0
2020,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,7093.0
2022,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,7322.0
2018,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,6778.0
2020,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,895.0
2020,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,1621.0
2020,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,1447.0
2022,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,1395.0
2018,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,990.0
2020,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,1067.0
2022,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,996.0
2018,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,631.0
2020,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,380.0
2022,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,399.0
2018,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,1855.0
2020,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,1453.0
2022,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,1514.0
2018,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,999.0
2020,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,856.0
2020,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,2344.0
2020,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,1708.0
2022,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,1770.0
2018,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,
2020,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,
2022,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,
2018,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,
2020,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,
2022,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,
2018,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,10773.0
